,mRMR,mRMR_MS_linear,mRMR_MS_rbf,mRMR_MS_poly,JMI,relax_mRMR
0,0.9035954415954416,0.9029344729344729,0.9041310541310541,0.9033333333333333,0.902866096866097,0.9026609686609688
