,mRMR,mRMR_MS_linear,mRMR_MS_rbf,mRMR_MS_poly,JMI,relax_mRMR
0,3.4971509971509964,3.4890142450142454,3.5048091168091164,3.5032478632478625,3.501413105413106,3.505418803418803
