,mRMR,mRMR_MS_linear,mRMR_MS_rbf,mRMR_MS_poly,JMI,relax_mRMR
0,0.0013105413105413105,0.001435897435897436,0.0012763532763532762,0.0013504273504273503,0.0013789173789173787,0.0012934472934472932
