,mRMR,mRMR_MS_linear,mRMR_MS_rbf,mRMR_MS_poly,JMI,relax_mRMR
0,0.880508238200546,0.8857011933935012,0.8652760345068038,0.8580947542486004,0.8626163010778395,0.8578726117187656
