Low_int,High_int,Nogue
-0.5,1.0,0.2994176372712146
-0.16633266533066132,0.49799599198396793,0.1986677768526225
-0.17535070140280562,0.4408817635270541,0.16458333333333341
-0.07615230460921846,0.3296593186372745,0.14716430358632193
-0.06112224448897796,0.2635270541082164,0.11632721202003338
0.0531062124248497,0.2605210420841684,0.14573934837092717
0.029058116232464903,0.3176352705410822,0.1665790731008122
0.05010020040080154,0.251503006012024,0.15689330543933055
0.07414829659318634,0.251503006012024,0.17158012283640434
0.0651302605210421,0.22444889779559118,0.1529589270746018
0.07715430861723449,0.20340681362725455,0.14674344112263582
0.07114228456913829,0.2124248496993988,0.14985306465155313
0.09519038076152309,0.24248496993987978,0.1601551389786683
0.09819639278557113,0.24248496993987978,0.1688994352997717
0.10721442885771537,0.23947895791583163,0.17639730639730622
0.14629258517034072,0.27254509018036066,0.20821925021061505
0.15230460921843691,0.29659318637274545,0.22433290348179735
0.1763527054108216,0.35671342685370744,0.26680731364275656
0.16733466933867736,0.3597194388777555,0.2620288051209102
0.1583166332665331,0.3416833667334669,0.2474894336432798
0.14929859719438876,0.34468937875751504,0.2439448875997099
0.1823647294589178,0.35070140280561124,0.2591794319144022
0.17334669338677355,0.3356713426853707,0.24646278555637435
0.16132264529058116,0.3296593186372745,0.24748727735368947
0.1643286573146292,0.34468937875751504,0.25655008488964337
0.1583166332665331,0.33266533066132264,0.25308803346186504
0.15230460921843691,0.3296593186372745,0.24982993197278913
0.14629258517034072,0.31462925851703405,0.23944072948328288
0.1703406813627254,0.311623246492986,0.24384068613052923
0.1583166332665331,0.30861723446893785,0.23765558397271946
0.17334669338677355,0.2935871743486974,0.23843994275019276
0.16132264529058116,0.30260521042084165,0.23913588812980346
0.1703406813627254,0.30260521042084165,0.24286713286713268
0.15230460921843691,0.311623246492986,0.24029336285412362
0.15230460921843691,0.311623246492986,0.24076810176125252
0.15531062124248496,0.311623246492986,0.24118109111682362
0.15531062124248496,0.30260521042084165,0.23596031709239262
0.1583166332665331,0.30861723446893785,0.2418409758301333
0.1643286573146292,0.311623246492986,0.23944620671424788
0.15531062124248496,0.3176352705410822,0.24489251934651757
0.1583166332665331,0.3176352705410822,0.24500020989882865
0.17935871743486975,0.3176352705410822,0.25494032238218256
0.17935871743486975,0.30861723446893785,0.24993384121892537
0.19138276553106215,0.311623246492986,0.25455329829790574
0.19138276553106215,0.32064128256513025,0.25432930339666093
0.19138276553106215,0.3176352705410822,0.24956596896020444
0.18537074148296595,0.3176352705410822,0.24718397997496855
0.1823647294589178,0.32064128256513025,0.2535497835497834
0.19138276553106215,0.32665330661322645,0.2532575248470271
0.188376753507014,0.33266533066132264,0.2529505637467475
