Low_int,High_int,Nogue
0.09609609609609604,0.9984984984984986,0.5932203389830508
0.08108108108108103,0.9984984984984986,0.5862068965517242
0.10360360360360354,0.6741741741741742,0.4035087719298245
0.16816816816816815,0.493993993993994,0.3303571428571429
0.11111111111111116,0.4654654654654654,0.2799999999999997
0.10960960960960964,0.40990990990990994,0.2592592592592594
0.04204204204204198,0.45945945945945943,0.2722371967654984
0.1351351351351351,0.4219219219219219,0.2932692307692307
0.13363363363363367,0.5195195195195195,0.3464052287581699
0.16966966966966968,0.478978978978979,0.33999999999999997
0.19669669669669665,0.46696696696696693,0.3320964749536176
0.2207207207207207,0.47447447447447444,0.3437499999999999
0.15315315315315314,0.4714714714714715,0.3126022913256955
0.13063063063063063,0.4714714714714715,0.3012422360248447
0.12462462462462465,0.4129129129129129,0.2799999999999999
0.17717717717717718,0.41891891891891886,0.30113636363636376
0.2627627627627628,0.49699699699699695,0.3679890560875513
0.2867867867867868,0.44594594594594594,0.373015873015873
0.3078078078078078,0.4624624624624625,0.39152759948652127
0.31231231231231227,0.5240240240240239,0.4149999999999999
0.3408408408408409,0.5510510510510511,0.4358974358974359
0.35435435435435436,0.545045045045045,0.44019138755980847
0.3663663663663663,0.5060060060060061,0.42890716803760287
0.3573573573573573,0.49699699699699695,0.4305555555555556
0.3663663663663663,0.5045045045045045,0.4377142857142857
0.36786786786786785,0.5360360360360361,0.4434389140271493
0.36186186186186187,0.5060060060060061,0.44107744107744107
0.3783783783783784,0.4864864864864865,0.4374999999999999
0.4129129129129129,0.5105105105105106,0.4660734149054505
0.42342342342342343,0.5195195195195195,0.4666666666666667
0.4129129129129129,0.5105105105105106,0.4660734149054505
0.39489489489489493,0.5075075075075075,0.4575892857142857
0.33933933933933935,0.44744744744744747,0.3939393939393938
0.3063063063063063,0.4714714714714715,0.3891402714932126
0.25975975975975973,0.49699699699699695,0.3897142857142857
0.21921921921921916,0.48948948948948945,0.3680555555555556
0.2357357357357357,0.4924924924924925,0.3584018801410106
0.2357357357357357,0.5,0.3540669856459332
0.2432432432432432,0.5240240240240239,0.36996336996336987
0.26126126126126126,0.5360360360360361,0.39249999999999996
0.2222222222222222,0.503003003003003,0.35301668806161735
0.20120120120120122,0.49099099099099097,0.3492063492063493
0.23423423423423417,0.47597597597597596,0.3433652530779754
0.2207207207207207,0.49699699699699695,0.3522727272727275
0.23423423423423417,0.5225225225225225,0.3777777777777779
0.2492492492492493,0.5885885885885886,0.4223602484472049
0.2702702702702703,0.5480480480480481,0.40098199672667767
0.2717717717717718,0.5945945945945945,0.41666666666666663
0.17567567567567566,0.5375375375375375,0.3432282003710576
0.1786786786786787,0.5675675675675675,0.3879999999999999
