Low_int,High_int,Nogue
-0.5,1.0,-5.232314776071334e-05
-0.5,1.0,-0.00010465177123153424
-0.5,1.0,-0.00015698587127177532
-0.13813813813813813,0.2492492492492493,0.07480637395991419
-0.1111111111111111,0.1996996996996997,0.059754029725769264
0.019519519519519468,0.1651651651651651,0.09971738106453099
0.016516516516516533,0.14114114114114118,0.08537931240747088
0.04204204204204198,0.1426426426426426,0.08711790107301731
0.037537537537537524,0.15165165165165162,0.08845965940815192
0.033033033033033066,0.1351351351351351,0.07951840025126922
0.03003003003003002,0.14414414414414412,0.08128944137215521
0.028528528528528496,0.13213213213213215,0.07441887859274354
0.01501501501501501,0.13813813813813813,0.07629480467176786
0.0,0.14414414414414412,0.07789600053854717
0.0,0.13363363363363367,0.07260550843020208
-0.012012012012012019,0.14414414414414412,0.07422500916374286
-0.010510510510510496,0.1351351351351351,0.06976083688607393
0.0045045045045044585,0.14714714714714716,0.08246923278345109
-0.0015015015015015232,0.19069069069069067,0.10437282585325791
0.0,0.19819819819819817,0.10906772115434993
-0.007507507507507505,0.2207207207207207,0.11807862679955683
-0.022522522522522515,0.2552552552552553,0.1308177103918552
-0.037537537537537524,0.2732732732732732,0.1337401781037193
-0.04204204204204204,0.28978978978978975,0.1405875111320658
-0.04654654654654655,0.30480480480480476,0.14688411567476933
-0.04354354354354356,0.3063063063063063,0.14884214386755368
-0.03153153153153154,0.3198198198198198,0.16177884895269357
-0.02852852852852855,0.3198198198198198,0.16305962049477896
-0.018018018018018,0.3198198198198198,0.16770267926192006
-0.009009009009009028,0.3198198198198198,0.1720337473143635
-0.009009009009009028,0.30930930930930933,0.16638987595132715
-0.01501501501501501,0.31081081081081086,0.16422570226927302
-0.007507507507507505,0.30180180180180183,0.16218982275586025
-0.007507507507507505,0.2927927927927928,0.15732449906426216
0.0,0.2927927927927928,0.16132134245877816
0.006006006006005982,0.2852852852852853,0.15952805297828088
0.012012012012011963,0.2777777777777778,0.15782913863748416
0.022522522522522515,0.2702702702702703,0.1588539697868523
0.03003003003003002,0.2792792792792793,0.16753212185738142
0.04054054054054057,0.2732732732732732,0.1682593194568237
0.04504504504504503,0.2657657657657657,0.16650472151743323
0.0495495495495496,0.26726726726726724,0.16960381132160274
0.058558558558558516,0.26126126126126126,0.17022621675345406
0.052552552552552534,0.2627627627627628,0.16854044403339052
0.048048048048048075,0.2642642642642643,0.16692748758828058
0.05105105105105101,0.2582582582582582,0.16538259820632506
0.06006006006006004,0.25225225225225223,0.1660343353769993
0.06306306306306309,0.24774774774774777,0.16456858116968243
0.06756756756756754,0.2492492492492493,0.16725284112805827
0.07507507507507505,0.2432432432432432,0.1678230079211036
