,mRMR,mRMR_MS_linear,mRMR_MS_rbf,mRMR_MS_poly,JMI,relax_mRMR
0,0.49620370370370365,0.5840925925925926,0.5524563492063492,0.5473293650793651,0.5289708994708995,0.44902910052910044
