,mRMR,mRMR_MS_linear,mRMR_MS_rbf,mRMR_MS_poly,JMI,relax_mRMR
0,3.109725925925926,3.103725925925926,3.099311111111111,3.1028740740740743,3.099162962962963,3.1147037037037038
