,mRMR,mRMR_MS_linear,mRMR_MS_rbf,mRMR_MS_poly,JMI,relax_mRMR
0,0.9037925925925926,0.9040296296296297,0.902888888888889,0.9042148148148148,0.904451851851852,0.9032740740740741
