,mRMR,mRMR_MS_linear,mRMR_MS_rbf,mRMR_MS_poly,JMI,relax_mRMR
0,0.3619444444444444,0.3685,0.36053703703703704,0.35470370370370374,0.37822222222222224,0.3834444444444445
