,mRMR,mRMR_MS_linear,mRMR_MS_rbf,mRMR_MS_poly,JMI,relax_mRMR
0,0.6805555555555555,0.7555555555555553,0.6284722222222221,0.5729166666666666,0.7097222222222221,0.5958333333333333
