,mRMR,mRMR_MS_linear,mRMR_MS_rbf,mRMR_MS_poly,JMI,relax_mRMR
0,0.9068333333333333,0.9061851851851851,0.9066851851851851,0.9045740740740741,0.9061851851851853,0.9035185185185185
