,mRMR,mRMR_MS_linear,mRMR_MS_rbf,mRMR_MS_poly,JMI,relax_mRMR
0,4.3480888888888884,4.271906172839506,4.2754666666666665,4.301249382716049,4.3340197530864195,4.346874074074074
