,mRMR,mRMR_MS_linear,mRMR_MS_rbf,mRMR_MS_poly,JMI,relax_mRMR
0,0.9017777777777778,0.8952740740740741,0.8974765432098765,0.9002074074074075,0.9002370370370371,0.9023802469135803
