,mRMR,mRMR_MS_linear,mRMR_MS_rbf,mRMR_MS_poly,JMI,relax_mRMR
0,0.33492700962799,0.4130188555090516,0.4070169171786819,0.38650787465983544,0.34550406020994257,0.3333139667159275
