,mRMR,mRMR_MS_linear,mRMR_MS_rbf,mRMR_MS_poly,JMI,relax_mRMR
0,0.0,9.876543209876543e-06,1.4814814814814813e-05,1.4814814814814813e-05,1.4814814814814813e-05,1.9753086419753087e-05
