,mRMR,mRMR_MS_linear,mRMR_MS_rbf,mRMR_MS_poly,JMI,relax_mRMR
0,3.792798353909465,3.7768189300411525,3.8160411522633746,3.8137736625514402,3.789292181069959,3.831674897119342
