,mRMR,mRMR_MS_linear,mRMR_MS_rbf,mRMR_MS_poly,JMI,relax_mRMR
0,0.0011728395061728395,0.0014526748971193416,0.0012181069958847738,0.000979423868312757,0.0011934156378600822,0.0009958847736625514
