,mRMR,mRMR_MS_linear,mRMR_MS_rbf,mRMR_MS_poly,JMI,relax_mRMR
0,0.39361925111925106,0.564458067652512,0.5348591891647446,0.5346381653326098,0.4284874847374847,0.3567344435399991
