,mRMR,mRMR_MS_linear,mRMR_MS_rbf,mRMR_MS_poly,JMI,relax_mRMR
0,0.9042304526748972,0.9025473251028807,0.9017695473251028,0.9032181069958847,0.9049876543209876,0.9036872427983541
