,mRMR,mRMR_MS_linear,mRMR_MS_rbf,mRMR_MS_poly,JMI,relax_mRMR
0,0.0015555555555555555,0.0002222222222222222,0.00011522633744855967,0.0003374485596707819,0.0002551440329218107,0.0006913580246913581
