,mRMR,mRMR_MS_linear,mRMR_MS_rbf,mRMR_MS_poly,JMI,relax_mRMR
0,0.9029876543209877,0.9016954732510288,0.9041152263374485,0.903670781893004,0.9029958847736625,0.903761316872428
