Low_int,High_int,Nogue
-0.1861861861861862,0.33183183183183185,0.09833333333333327
-0.0960960960960961,0.16216216216216217,0.04647495361781073
-0.11711711711711714,0.3288288288288288,0.12850061957868641
-0.08108108108108109,0.3273273273273273,0.14366852886405956
-0.18018018018018017,0.46096096096096095,0.17235074626865654
-0.21621621621621623,0.493993993993994,0.17417445482866045
-0.2102102102102102,0.5165165165165164,0.1895131086142321
-0.12762762762762764,0.4924924924924925,0.21336772983114438
-0.09159159159159158,0.433933933933934,0.19776524644945703
-0.04054054054054057,0.3873873873873874,0.19512241054613944
-0.051051051051051066,0.4429429429429429,0.22051457975986277
0.009009009009009028,0.43093093093093093,0.24150913673597973
0.06006006006006004,0.4219219219219219,0.2591200466200464
0.10210210210210213,0.38888888888888884,0.25940634318243416
0.12462462462462465,0.40240240240240244,0.26632446134347254
0.11561561561561562,0.40240240240240244,0.259345238095238
0.10810810810810811,0.3783783783783784,0.2529973057925461
0.11111111111111116,0.3663663663663663,0.2414276609305288
0.10510510510510507,0.3933933933933934,0.24724742891712026
0.11111111111111116,0.4054054054054054,0.24716890595009577
0.14714714714714716,0.38888888888888884,0.2618223443223441
0.15915915915915912,0.36936936936936937,0.25611315466806783
0.18018018018018023,0.34534534534534533,0.26437804263891196
0.16966966966966968,0.3273273273273273,0.25006447453255953
0.1921921921921922,0.3423423423423423,0.2744728682170542
0.1726726726726726,0.33933933933933935,0.26466019417475717
0.1576576576576576,0.3498498498498498,0.26322957198443586
0.1501501501501501,0.34684684684684686,0.2580270119743806
0.15915915915915912,0.3438438438438438,0.2603515625
0.18168168168168164,0.3288288288288288,0.2624331376386172
0.21021021021021025,0.3198198198198198,0.2677166350411132
0.20270270270270274,0.32432432432432434,0.2692779960707268
0.20120120120120122,0.33183183183183185,0.2674361727511334
0.1996996996996997,0.32582582582582587,0.26561085972850684
0.1921921921921922,0.31681681681681684,0.2607453416149067
0.18468468468468469,0.32432432432432434,0.26200220022002196
0.1711711711711712,0.3228228228228228,0.25441334191334186
0.15915915915915912,0.3288288288288288,0.25277806843151607
0.1426426426426426,0.35435435435435436,0.2594340586372458
0.15315315315315314,0.3423423423423423,0.2576097804391215
0.14414414414414412,0.3573573573573573,0.2610731707317072
0.1501501501501501,0.36186186186186187,0.26689569615421316
0.1711711711711712,0.3588588588588588,0.2749276174465304
0.17567567567567566,0.3483483483483484,0.27018931772452914
0.18318318318318316,0.3768768768768769,0.2898163082437275
0.1786786786786787,0.38888888888888884,0.2943478260869563
0.19669669669669665,0.3858858858858859,0.30097338272030316
0.1996996996996997,0.37537537537537535,0.2958586883029073
0.1936936936936937,0.3783783783783784,0.2953625352580056
0.21321321321321318,0.38888888888888884,0.3102525458248473
